id,budget,popularity,runtime,revenue,month,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western
2220,3000000,6.070216,123.0,2357852,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2221,7000000,5.633243,110.0,8220215,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2222,5000000,3.3343529999999997,110.0,4040588,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2223,15000000,7.729445,183.0,50000000,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2224,10000000,7.0649820000000005,95.0,103166989,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2225,0,3.9007089999999995,125.0,536364,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2226,2000000,6.857317999999999,118.0,7800000,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2227,200000,0.9177770000000001,105.0,8000000,12,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2228,85000000,1.498902,107.0,363164265,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2229,12000000,11.283472,123.0,56298474,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2230,0,0.779829,93.0,5099316,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2231,2160000,0.23053400000000002,119.0,9132000,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2232,15000000,13.389735,98.0,3533227,8,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
2233,21000000,3.030309,115.0,23450000,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2234,30000000,14.313079,107.0,55583804,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,9000000,1.818296,130.0,771499,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2236,12000000,16.243093,120.0,1400000,12,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2237,0,11.331859,106.0,8212430,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2238,1000000,0.045860000000000005,124.0,2691899,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2239,23000000,1.914881,104.0,5820015,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2240,19500000,5.326716,172.0,91000000,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2241,2000000,12.805294,108.0,572809,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2242,12000000,13.300519,131.0,41744718,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2243,40000000,9.649303,157.0,132820716,12,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2244,19000000,9.801967,113.0,110879513,9,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2245,15000000,9.020372,124.0,85306374,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2246,25000000,13.083718,108.0,30411183,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2247,0,8.067119,90.0,4417667,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2248,20000000,7.120403,105.0,31327899,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2249,33000000,7.781292999999999,100.0,102984862,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2250,15000000,8.735448,126.0,30226144,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2251,0,4.0609660000000005,97.0,228136,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2252,130,2.402032,130.0,8,8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2253,19000000,13.088552,90.0,108047131,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2254,0,3.5272120000000005,106.0,307076,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2255,11000000,7.250134,106.0,53191886,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2256,1,1.3370959999999998,95.0,100,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2257,0,1.4841090000000001,158.0,138000,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2258,7000000,6.01272,114.0,49084830,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2259,90000000,8.184814999999999,96.0,113493481,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2260,0,5.923904,99.0,1829917,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2261,3800000,2.894924,84.0,111731,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2262,0,2.326119,98.0,4557214,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2263,56000000,12.136158,109.0,19701164,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2264,0,3.316857,100.0,7965,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2265,15000000,5.952494000000001,107.0,216614388,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2266,500000,0.370114,157.0,500000,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2267,70000000,9.963078999999999,127.0,374111707,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2268,0,2.844534,103.0,90508336,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2269,20000000,5.970067,128.0,73276047,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2270,30000000,10.25103,108.0,287553595,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2271,500000,8.212399000000001,110.0,3000000,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2272,4500000,5.69684,117.0,3764219,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2273,1700000,6.115298999999999,77.0,1007962,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2274,8000000,6.230854,124.0,21706101,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2275,60000000,15.037993,99.0,205754447,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2276,10000000,11.119593,111.0,21786738,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2277,0,10.287127,100.0,37473,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2278,8000000,7.3211520000000005,66.0,292279,10,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2279,100000000,8.903754,95.0,7103973,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2280,10000000,6.063809,100.0,31609243,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2281,17000000,5.498819,98.0,3696232,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2282,0,6.422711,103.0,7985929,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2283,6000000,11.461437,90.0,40940662,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2284,0,4.40284,92.0,3903479,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2285,22000000,9.409701,115.0,68000000,7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2286,0,8.374039999999999,100.0,1200398,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2287,75000000,7.762917,104.0,152930623,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2288,18000000,1.377993,151.0,1500000,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2289,12823507,2.981184,110.0,6101904,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2290,23000000,3.612089,76.0,71368,10,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2291,24000000,16.195894,91.0,87055349,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2292,16000000,2.890462,97.0,1686429,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2293,0,0.43602799999999997,110.0,50656,10,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2294,18000000,88.439243,110.0,20497844,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2295,0,0.11460899999999999,102.0,147542,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2296,400000,0.038876,80.0,5255,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2297,90000000,8.684892,114.0,188133322,12,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2298,85000000,8.326699000000001,88.0,297138014,3,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2299,0,4.472892,90.0,179943,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2300,60000000,13.155901,103.0,264118201,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2301,2380000,2.514638,101.0,8176544,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2302,0,1.2389709999999998,101.0,1110566,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2303,0,0.002229,107.85657104736491,65335,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,12000000,15.698432999999998,151.0,53267000,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2305,48000000,10.639244,143.0,390493908,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2306,35000000,6.90658,87.0,51680201,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2307,0,6.518028,108.0,41162041,6,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2308,7000000,3.1320189999999997,100.0,1246141,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2309,1227401,8.319631,100.0,1277401,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2310,2200000,17.112594,136.0,26589000,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2311,12156348,5.662109,98.0,7900000,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2312,30000000,10.901355,99.0,63833449,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2313,0,4.453296,107.0,3117985,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2314,13000000,7.421245,105.0,114956699,12,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2315,0,8.534039,122.0,455815,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2316,5500000,6.1492949999999995,120.0,5483299,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2317,24000000,11.666172,91.0,43455230,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2318,24000000,11.184385,137.0,41895491,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2319,24000000,8.407519,146.0,33208099,12,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2320,1500000,7.081403999999999,104.0,3566225,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2321,20000000,2.582818,105.0,21170563,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2322,1805000,12.90707,98.0,4905000,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2323,195000000,4.5035050000000005,154.0,1123746996,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2324,0,2.76145,63.0,7940,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2325,75000000,6.303466,110.0,132274484,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2326,79000000,9.645543,154.0,173013509,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2327,58000000,187.860492,108.0,783112979,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2328,15000000,10.627364,92.0,73326666,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2329,45000000,8.279285,101.0,30353232,10,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2330,6200000,1.077252,113.0,4820000,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2331,0,7.859837,105.0,81381,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2332,6400000,12.203066,99.0,35057696,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2333,0,7.032964,93.0,111996,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2334,9500000,10.359669,117.0,111584787,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2335,10000000,8.406056,100.0,22896728,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2336,0,5.1847010000000004,88.0,263404,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2337,0,7.190986,100.0,66132626,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2338,0,4.737529,113.0,8362969,11,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2339,63000000,63.869599,139.0,100853753,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2340,3000000,2.3950669999999996,91.0,7100000,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2341,30000000,12.09096,110.0,29359216,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2342,14000000,6.0814010000000005,99.0,72527595,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2343,500000,1.6402709999999998,90.0,5330000,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2344,350000,1.553107,96.0,2400000,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2345,60000000,5.460942,140.0,17800000,9,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
2346,0,4.691574,98.0,13022756,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2347,10000000,10.770928,178.0,50100000,9,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2348,25000000,16.816834,127.0,230698791,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2349,0,2.787833,111.0,5262047,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2350,8000000,12.137595,122.0,441306145,12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2351,23000000,7.06088,93.0,38505009,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2352,28000000,15.802306,118.0,333000000,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2353,7000000,6.657792,123.0,79666653,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2354,8376800,12.237488,213.0,13000000,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2355,12000000,3.223039,97.0,31179516,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2356,20000000,18.157166,119.0,23875127,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2357,65000000,9.782014,100.0,17218080,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,225000000,18.538834,143.0,662845518,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2359,0,2.255032,111.0,370668,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2360,0,0.765825,90.0,6029824,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2361,0,6.9975830000000006,108.0,939101,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2362,15000000,6.5574259999999995,92.0,12000000,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2363,0,2.976672,89.0,35022,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2364,45000000,6.2872449999999995,113.0,58620973,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2365,50000000,9.092925,89.0,160602194,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2366,0,9.046750999999999,122.0,794452,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2367,0,9.961184,85.0,59700000,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2368,0,5.439941999999999,114.0,27734391,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2369,0,9.503762,105.0,7865,9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2370,70000000,7.739633,134.0,154937680,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2371,150000000,7.739903999999999,99.0,301000000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2372,0,0.9757020000000001,98.0,28460702,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2373,40000000,8.142089,123.0,129540499,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2374,12000000,11.213913,123.0,87100449,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2375,2500000,12.525758,89.0,52604,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2376,60000000,7.667874,101.0,95673607,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2377,2300000,1.9700540000000002,155.0,11100000,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2378,25000000,7.857078,119.0,92991835,9,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2379,13000000,1.2968620000000002,91.0,9789900,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2380,0,5.9852360000000004,97.0,6086508,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2381,4000000,10.936827000000001,104.0,9304609,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2382,0,5.019486,129.0,494506,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2383,8000000,5.000657,129.0,18124262,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2384,0,4.471645,126.0,3,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2385,0,0.40773200000000004,88.0,671,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2386,0,10.134408,120.0,25893810,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2387,0,8.283863,115.0,21700000,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2388,90000000,12.980624,94.0,886686817,6,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2389,30000000,6.793972,109.0,95714875,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2390,0,6.228255,87.0,20000000,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2391,7500000,0.494047,155.0,10000000,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2392,5500000,10.517835,130.0,141195658,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2393,5000000,4.281103,129.0,7338987,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2394,0,4.556825,90.0,694438,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2395,35000000,9.576744999999999,88.0,147934180,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2396,0,5.752416,115.0,248392,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2397,60000000,15.904834,133.0,204594016,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2398,80000000,8.772188,117.0,309492681,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2399,18000000,6.108646,111.0,20275812,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2400,0,1.13376,133.0,15,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2401,0,9.916094000000001,110.0,688510,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2402,60000000,6.710215,109.0,37000000,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2403,60000000,10.776138000000001,101.0,170268750,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,47000000,5.507082,125.0,15691192,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2405,37000000,13.081203,125.0,154026136,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2406,2500000,5.465669999999999,102.0,3003,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2407,4000000,14.171675,111.0,65046687,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2408,0,1.132307,99.0,1884814,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2409,16000000,5.857368,91.0,4409328,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2410,32000000,7.177649000000001,129.0,48814909,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2411,20000000,6.312206,90.0,18599102,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,60000000,11.970205,123.0,223664608,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2413,65000000,5.6277870000000005,93.0,44806783,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2414,3400000,0.40319,112.0,660537,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2415,0,5.916187,122.0,61801971,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2416,0,10.597116,98.0,23202734,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2417,2500000,11.898793,99.0,6341684,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2418,3000000,12.416635000000001,100.0,4000000,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2419,35000000,13.492845,108.0,113374103,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2420,55000000,6.709803,134.0,141047179,12,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2421,4000000,7.9599649999999995,103.0,4100000,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
2422,0,8.260823,94.0,11576431,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2423,0,3.6597449999999996,102.0,6347072,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2424,500000,0.493342,157.0,500000,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,60000000,7.493614999999999,105.0,73648228,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2426,0,5.952392,88.0,28061343,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,0,0.021580000000000002,105.0,1334173,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2428,0,1.109111,91.0,1347988,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2429,0,8.685761,108.0,34585416,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2430,15000000,5.951492,90.0,19158074,10,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0
2431,17000000,2.972529,154.0,10000000,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2432,40000000,14.767317000000002,134.0,320170008,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2433,0,3.8982360000000003,81.0,580527,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2434,0,8.963037,87.0,32,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2435,0,3.967229,105.0,104507,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2436,0,3.7826150000000003,106.0,3956913,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2437,4300000,3.6995519999999997,149.0,3376375,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2438,120000000,18.911960999999998,130.0,325756637,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2439,6400000,9.57874,107.0,40084041,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2440,50000000,5.852263,110.0,26199517,8,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2441,27000000,11.15092,110.0,56308881,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2442,3000000,4.947043,95.0,14418922,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2443,50000000,8.176147,98.0,106303988,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
2444,68000000,34.047399,124.0,698491347,6,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2445,0,2.5555849999999998,112.0,694497,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2446,16000000,15.133316,91.0,32155047,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2447,4500000,4.31583,116.0,10400000,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2448,7500000,11.791591,96.0,231411584,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2449,60000000,12.149946,120.0,56359980,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2450,35000000,13.349518,106.0,36779296,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
